סוג מוצר,שם קופה,שם חברה,קוד קופה,חשיפה למניות,"חשיפה לחו""ל","חשיפה למט""ח","אג""ח ממשלתיות סחירות","אג""ח קונצרני סחיר ותעודות סל אג""חיות","אג""ח קונצרניות לא סחירות","מניות, אופציות ותעודות סל מנייתיות",פיקדונות,הלוואות,מזומנים ושווי מזומנים,קרנות נאמנות,נכסים אחרים,נכסים סחירים ונזילים,נכסים לא סחירים,נכסים בארץ,"נכסים בחו""ל ובמט""ח",מקור
ביטוח מנהלים,הראל מסלול עוקב מדדים גמיש,הראל,14414,54.14%,38.42%,20.86%,,44.18%,,54.14%,,,1.42%,,0.26%,99.74%,0.26%,91.5%,8.5%,bituah.xml
ביטוח מנהלים,"הראל מסלול עוקב מדדים- אג""ח עם מניות (עד 25% מניות)",הראל,15316,24.47%,22.66%,14.72%,,73.65%,,24.47%,,,1.54%,,0.34%,99.66%,0.34%,90.86%,9.14%,bituah.xml
ביטוח מנהלים,הראל מסלול קיימות,הראל,14211,88.46%,88.71%,27.68%,,,,88.46%,,,10.73%,,0.81%,99.19%,0.81%,17.38%,82.62%,bituah.xml
ביטוח מנהלים,הראל-קרן ח',הראל,259010,36.31%,38.02%,14.89%,14.01%,6.21%,0.66%,23.97%,0.01%,8.52%,5.96%,1.62%,13.6%,50.33%,49.67%,73.91%,26.09%,bituah.xml
ביטוח מנהלים,הראל-קרן ט',הראל,259011,43.09%,45.12%,17.67%,16.62%,7.37%,0.78%,28.44%,0.01%,9.56%,7.08%,1.92%,16.14%,59.72%,40.28%,69.04%,30.96%,bituah.xml
ביטוח מנהלים,הראל-קרן י',הראל,259012,49.09%,51.4%,20.13%,18.94%,8.39%,0.89%,32.4%,0.01%,10.73%,8.06%,2.19%,18.39%,68.03%,31.97%,64.73%,35.27%,bituah.xml
ביטוח מנהלים,הראל-קרן י' חדשה,הראל,259013,49.09%,51.4%,20.13%,18.94%,8.39%,0.89%,32.4%,0.01%,10.73%,8.06%,2.19%,18.39%,68.03%,31.97%,64.73%,35.27%,bituah.xml
ביטוח מנהלים,"כלל חברה לביטוח בע""מ State Street כללי",כלל,15231,63.6%,98.76%,98.77%,,17.07%,,61.74%,,,3.3%,17.88%,,100.0%,,1.23%,98.77%,bituah.xml
ביטוח מנהלים,"כלל חברה לביטוח בע""מ State Street מניות",כלל,15229,91.42%,96.53%,96.56%,,2.96%,,86.56%,,,5.62%,4.86%,,100.0%,,3.44%,96.56%,bituah.xml
ביטוח מנהלים,"כלל חברה לביטוח בע""מ אג""ח סחיר",כלל,15442,0.03%,1.79%,3.8%,35.01%,60.07%,0.03%,0.01%,,,4.62%,,0.27%,99.71%,0.29%,93.62%,6.38%,bituah.xml
ביטוח מנהלים,"כלל חברה לביטוח בע""מ אשראי ואג""ח עם מניות (עד 25% מניות)",כלל,6,3.6%,28.0%,15.72%,19.71%,32.43%,0.75%,3.59%,,11.68%,1.74%,2.95%,27.14%,57.12%,42.88%,72.85%,27.15%,bituah.xml
ביטוח מנהלים,"כלל חברה לביטוח בע""מ הלכה",כלל,205,50.06%,35.25%,21.27%,14.39%,31.35%,,46.67%,,1.02%,5.55%,0.72%,0.3%,98.83%,1.17%,68.1%,31.9%,bituah.xml
ביטוח מנהלים,"כלל חברה לביטוח בע""מ כללי",כלל,99,50.06%,53.99%,21.35%,9.34%,13.31%,0.62%,38.82%,,6.38%,0.3%,5.15%,26.08%,63.55%,36.45%,55.21%,44.79%,bituah.xml
ביטוח מנהלים,"כלל חברה לביטוח בע""מ כספי (שקלי)",כלל,13244,0.0%,0.0%,0.0%,13.05%,76.11%,9.82%,,,0.1%,0.91%,,,90.08%,9.92%,100.0%,,bituah.xml
ביטוח מנהלים,"כלל חברה לביטוח בע""מ מניות",כלל,9,100.82%,64.75%,27.46%,5.34%,4.25%,,74.07%,,0.33%,5.79%,6.19%,4.03%,93.44%,6.56%,54.21%,45.79%,bituah.xml
ביטוח מנהלים,"כלל חברה לביטוח בע""מ מניות סחיר",כלל,15443,97.44%,1.58%,8.39%,,,,96.9%,,,3.08%,,0.02%,98.78%,1.22%,88.38%,11.62%,bituah.xml
ביטוח מנהלים,"כלל חברה לביטוח בע""מ מסלול בסיסי למקבלי קצבה",כלל,9767,25.96%,33.99%,21.19%,20.13%,32.5%,0.74%,20.33%,,4.06%,1.97%,4.09%,16.2%,76.51%,23.49%,70.28%,29.72%,bituah.xml
ביטוח מנהלים,"כלל חברה לביטוח בע""מ מסלול בסיסי למקבלי קצבה פוליסות לפני 2004",כלל,11350,28.4%,35.46%,20.94%,20.5%,31.85%,0.69%,22.0%,,3.78%,3.22%,4.0%,13.96%,79.45%,20.55%,69.54%,30.46%,bituah.xml
ביטוח מנהלים,"כלל חברה לביטוח בע""מ מסלול לבני 50 ומטה",כלל,9659,58.13%,60.39%,22.11%,1.37%,14.1%,0.93%,44.01%,,7.1%,-0.43%,5.84%,27.08%,61.36%,38.64%,50.8%,49.2%,bituah.xml
ביטוח מנהלים,"כלל חברה לביטוח בע""מ מסלול לבני 50 ומטה פוליסות לפני 2004",כלל,11341,57.55%,47.85%,22.15%,6.34%,13.14%,1.12%,40.61%,,11.73%,6.5%,6.08%,14.48%,71.28%,28.72%,61.63%,38.37%,bituah.xml
ביטוח מנהלים,"כלל חברה לביטוח בע""מ מסלול לבני 50 עד 60",כלל,9660,48.34%,47.21%,21.31%,12.7%,14.32%,0.75%,36.9%,,9.11%,0.64%,3.57%,22.02%,64.92%,35.08%,61.81%,38.19%,bituah.xml
ביטוח מנהלים,"כלל חברה לביטוח בע""מ מסלול לבני 50-60 פוליסות לפני 2004",כלל,11348,47.31%,40.69%,21.11%,13.07%,25.8%,0.8%,35.46%,,6.11%,3.01%,3.39%,12.37%,78.59%,21.41%,66.99%,33.01%,bituah.xml
ביטוח מנהלים,"כלל חברה לביטוח בע""מ מסלול לבני 60 ומעלה",כלל,9661,29.77%,39.5%,14.85%,17.35%,26.77%,0.84%,22.82%,,6.09%,1.88%,3.16%,21.09%,69.29%,30.71%,66.82%,33.18%,bituah.xml
ביטוח מנהלים,"כלל חברה לביטוח בע""מ מסלול לבני 60 ומעלה  פוליסות לפני 2004",כלל,11349,29.91%,41.1%,15.13%,18.36%,26.14%,0.74%,22.65%,,5.82%,3.05%,3.99%,19.25%,71.7%,28.3%,64.19%,35.81%,bituah.xml
ביטוח מנהלים,"כלל חברה לביטוח בע""מ משולב סחיר",כלל,14246,53.57%,1.91%,7.18%,25.29%,17.37%,0.0%,53.26%,,,4.02%,0.0%,0.05%,99.28%,0.72%,92.24%,7.76%,bituah.xml
ביטוח מנהלים,"כלל חברה לביטוח בע""מ עוקב מדד s&p 500",כלל,13346,99.29%,103.64%,100.04%,,,,68.45%,,,30.07%,,1.48%,99.85%,0.15%,15.56%,84.44%,bituah.xml
ביטוח מנהלים,"כלל חברה לביטוח בע""מ עוקב מדדי מניות",כלל,14796,97.53%,97.53%,99.94%,,,,41.01%,,,58.48%,,0.51%,99.56%,0.44%,1.0%,99.0%,bituah.xml
ביטוח מנהלים,"כלל חברה לביטוח בע""מ עוקב מדדים - גמיש",כלל,14247,52.42%,101.47%,100.66%,,49.06%,,15.0%,,,33.4%,0.0%,2.54%,100.0%,0.0%,-0.14%,100.14%,bituah.xml
ביטוח מנהלים,"כלל-אשראי ואג""ח",כלל,4,4.31%,24.82%,7.94%,29.28%,28.54%,1.05%,4.3%,,12.18%,2.51%,2.96%,19.19%,66.84%,33.16%,76.08%,23.92%,bituah.xml
ביטוח מנהלים,כלל-קרן ט',כלל,14011,49.86%,48.62%,21.28%,10.75%,13.07%,0.47%,38.76%,,4.37%,3.8%,6.41%,22.36%,69.79%,30.21%,59.94%,40.06%,bituah.xml
ביטוח מנהלים,כלל-קרן י',כלל,14012,49.86%,47.56%,21.37%,10.82%,13.41%,0.71%,38.74%,,6.9%,1.54%,5.47%,22.42%,67.0%,33.0%,61.13%,38.87%,bituah.xml
ביטוח מנהלים,מגדל - כללי,מגדל,17013,49.17%,50.81%,21.09%,9.68%,8.67%,0.69%,34.51%,,8.51%,13.0%,0.56%,24.39%,62.96%,37.04%,59.22%,40.78%,bituah.xml
ביטוח מנהלים,"מגדל אג""ח ממשלות",מגדל,68,0.0%,10.35%,7.64%,66.5%,29.95%,,,,,3.25%,,0.29%,99.71%,0.29%,89.35%,10.65%,bituah.xml
ביטוח מנהלים,מגדל מנוהל עי מגדל שוקי הון עוקב מדד s&p 500,מגדל,15062,99.94%,99.94%,0.0%,,,,80.3%,,,0.06%,19.64%,,100.0%,,99.94%,0.06%,bituah.xml
ביטוח מנהלים,"מגדל מסלול אשראי ואג""ח",מגדל,8659,1.7%,18.47%,8.59%,26.5%,35.67%,1.39%,3.43%,,15.92%,4.77%,0.48%,11.83%,69.01%,30.99%,81.95%,18.05%,bituah.xml
ביטוח מנהלים,"מגדל מסלול אשראי ואג""ח עם מניות (עד 25% מניות)",מגדל,14926,24.27%,29.05%,13.85%,18.09%,30.3%,1.37%,15.49%,,14.53%,10.82%,0.59%,8.81%,75.47%,24.53%,76.28%,23.72%,bituah.xml
ביטוח מנהלים,מגדל מסלול בסיסי למקבלי קצבה,מגדל,9606,25.49%,35.69%,15.98%,24.98%,19.33%,0.69%,17.78%,,8.43%,8.48%,0.45%,19.85%,68.59%,31.41%,69.22%,30.78%,bituah.xml
ביטוח מנהלים,מגדל מסלול הלכה,מגדל,185,47.55%,34.92%,20.93%,19.19%,33.27%,,36.5%,,,10.13%,,0.92%,99.66%,0.34%,75.42%,24.58%,bituah.xml
ביטוח מנהלים,מגדל מסלול כספי (שקלי),מגדל,1955,0.0%,0.0%,0.0%,71.72%,24.78%,,,,0.0%,3.5%,,,100.0%,0.0%,100.0%,,bituah.xml
ביטוח מנהלים,מגדל מסלול לבני 50 ומטה,מגדל,9599,57.53%,59.68%,19.49%,6.7%,8.58%,0.76%,36.5%,,9.06%,14.24%,0.66%,23.5%,63.96%,36.04%,55.09%,44.91%,bituah.xml
ביטוח מנהלים,מגדל מסלול לבני 50 עד 60,מגדל,9604,47.87%,50.64%,20.35%,11.11%,13.25%,0.77%,31.53%,,9.06%,13.03%,0.64%,20.62%,67.3%,32.7%,60.15%,39.85%,bituah.xml
ביטוח מנהלים,מגדל מסלול לבני 60 ומעלה,מגדל,9729,28.2%,38.43%,15.61%,17.93%,19.21%,0.69%,19.75%,,8.46%,12.7%,0.51%,20.75%,67.43%,32.57%,67.42%,32.58%,bituah.xml
ביטוח מנהלים,מגדל מסלול מניות,מגדל,76,99.52%,61.52%,27.05%,8.95%,0.03%,,62.3%,,,25.06%,0.67%,2.99%,97.91%,2.09%,62.07%,37.93%,bituah.xml
ביטוח מנהלים,מגדל מסלול מניות סחיר,מגדל,15463,98.99%,2.11%,3.73%,,0.08%,,93.57%,,,5.56%,,0.78%,98.41%,1.59%,85.7%,14.3%,bituah.xml
ביטוח מנהלים,מגדל מסלול משולב סחיר,מגדל,14239,55.73%,45.71%,21.03%,11.79%,30.96%,,32.65%,,,22.23%,0.93%,1.44%,99.15%,0.85%,70.18%,29.82%,bituah.xml
ביטוח מנהלים,מגדל מסלול עוקב מדד s&p 500,מגדל,13625,99.71%,99.71%,99.73%,,,,57.26%,,,41.79%,0.43%,0.51%,101.71%,-1.71%,31.01%,68.99%,bituah.xml
ביטוח מנהלים,מגדל מסלול עוקב מדדי מניות,מגדל,14925,99.6%,99.6%,99.68%,,,,46.22%,,,52.72%,,1.07%,102.13%,-2.13%,54.08%,45.92%,bituah.xml
ביטוח מנהלים,מגדל מסלול עוקב מדדים - גמיש,מגדל,14240,50.44%,97.02%,100.42%,,46.57%,,50.44%,,,3.4%,,-0.41%,100.41%,-0.41%,-0.41%,100.41%,bituah.xml
ביטוח מנהלים,"מגדל עוקב מדדי אג""ח",מגדל,15464,0.0%,93.91%,98.47%,,93.91%,,,,,6.46%,,-0.37%,100.37%,-0.37%,-0.37%,100.37%,bituah.xml
ביטוח מנהלים,מגדל-מנוהל מגדל שוקי הון-מסלול עוקב מדדי מניות,מגדל,15060,99.91%,65.61%,29.82%,,,,97.96%,,,0.09%,1.94%,,100.0%,,99.91%,0.09%,bituah.xml
ביטוח מנהלים,מגדל-קרן ח',מגדל,17010,31.48%,34.12%,14.09%,3.98%,3.95%,0.46%,22.01%,,5.68%,10.67%,0.38%,18.89%,38.75%,61.25%,73.17%,26.83%,bituah.xml
ביטוח מנהלים,מגדל-קרן ט',מגדל,17011,32.35%,35.05%,14.48%,4.09%,4.06%,0.47%,22.61%,,5.83%,10.96%,0.39%,19.41%,39.81%,60.19%,72.43%,27.57%,bituah.xml
ביטוח מנהלים,מגדל-קרן י',מגדל,17012,47.69%,51.68%,21.35%,6.04%,5.99%,0.69%,33.33%,,8.6%,16.16%,0.57%,28.62%,58.7%,41.3%,59.35%,40.65%,bituah.xml
ביטוח מנהלים,מנורה מבטחים ביטוח בסיסי למקבלי קצבה (משת),מנורה,13719,26.37%,32.91%,20.16%,22.23%,23.25%,0.42%,21.11%,,5.59%,13.21%,2.26%,11.92%,81.32%,18.68%,71.02%,28.98%,bituah.xml
ביטוח מנהלים,"מנורה מבטחים ביטוח בע""מ אג""ח ממשלות",מנורה,43,0.0%,22.59%,21.64%,80.93%,16.04%,,0.01%,,,2.85%,,0.17%,99.84%,0.16%,75.11%,24.89%,bituah.xml
ביטוח מנהלים,"מנורה מבטחים ביטוח בע""מ אג""ח ממשלת ישראל צמוד מדד",מנורה,181,,0.0%,0.0%,1.09%,,,0.0%,,,98.91%,,0.0%,100.0%,0.0%,99.93%,0.07%,bituah.xml
ביטוח מנהלים,"מנורה מבטחים ביטוח בע""מ אג""ח ממשלתי סחיר",מנורה,180,,2.84%,0.6%,95.15%,,,0.01%,,,4.59%,,0.25%,99.76%,0.24%,94.0%,6.0%,bituah.xml
ביטוח מנהלים,"מנורה מבטחים ביטוח בע""מ אשראי ואג""ח",מנורה,42,0.0%,7.54%,8.79%,29.27%,56.09%,0.44%,0.0%,0.01%,7.97%,2.24%,,3.97%,87.61%,12.39%,90.82%,9.18%,bituah.xml
ביטוח מנהלים,"מנורה מבטחים ביטוח בע""מ אשראי ואג""ח עם מניות (עד 25% מניות)",מנורה,13029,18.78%,19.96%,15.38%,32.11%,33.76%,0.4%,14.95%,,5.0%,9.63%,2.77%,1.37%,93.01%,6.99%,81.77%,18.23%,bituah.xml
ביטוח מנהלים,"מנורה מבטחים ביטוח בע""מ בסיסי למקבלי קצבה",מנורה,9534,26.37%,32.91%,20.16%,22.23%,23.25%,0.42%,21.11%,,5.59%,13.21%,2.26%,11.92%,81.32%,18.68%,71.02%,28.98%,bituah.xml
ביטוח מנהלים,"מנורה מבטחים ביטוח בע""מ בסיסי למקבלי קצבה (2)",מנורה,9535,27.67%,38.94%,20.31%,20.08%,23.45%,0.6%,22.09%,,7.96%,5.56%,2.37%,17.89%,72.25%,27.75%,65.32%,34.68%,bituah.xml
ביטוח מנהלים,"מנורה מבטחים ביטוח בע""מ בסיסי למקבלי קצבה (2) (משת)",מנורה,13720,27.67%,38.94%,20.31%,20.08%,23.45%,0.6%,22.09%,,7.96%,5.56%,2.37%,17.89%,72.25%,27.75%,65.32%,34.68%,bituah.xml
ביטוח מנהלים,"מנורה מבטחים ביטוח בע""מ הלכה",מנורה,184,45.22%,35.46%,21.12%,17.2%,33.21%,,45.23%,,,3.77%,,0.59%,99.41%,0.59%,66.61%,33.39%,bituah.xml
ביטוח מנהלים,"מנורה מבטחים ביטוח בע""מ כספי (שקלי)",מנורה,41,,,,37.7%,,,,,,62.3%,,,100.0%,,100.0%,,bituah.xml
ביטוח מנהלים,"מנורה מבטחים ביטוח בע""מ לבני 50 ומטה",מנורה,9536,58.82%,64.9%,20.41%,0.14%,7.63%,0.57%,48.15%,,7.79%,4.87%,2.3%,28.55%,59.94%,40.06%,45.74%,54.26%,bituah.xml
ביטוח מנהלים,"מנורה מבטחים ביטוח בע""מ לבני 50 ומטה (משת)",מנורה,13721,118.81%,125.37%,46.92%,0.14%,7.63%,0.57%,48.15%,,7.79%,4.87%,2.3%,28.55%,59.94%,40.06%,45.74%,54.26%,bituah.xml
ביטוח מנהלים,"מנורה מבטחים ביטוח בע""מ לבני 50-60",מנורה,9537,49.14%,51.85%,19.41%,9.51%,15.57%,0.54%,40.07%,,7.23%,5.54%,2.19%,19.35%,70.78%,29.22%,56.0%,44.0%,bituah.xml
ביטוח מנהלים,"מנורה מבטחים ביטוח בע""מ לבני 50-60 (משת)",מנורה,13722,24.33%,26.84%,8.44%,9.51%,15.57%,0.54%,40.07%,,7.23%,5.54%,2.19%,19.35%,70.78%,29.22%,56.0%,44.0%,bituah.xml
ביטוח מנהלים,"מנורה מבטחים ביטוח בע""מ לבני 60 ומעלה",מנורה,9544,29.21%,39.82%,16.51%,22.42%,17.52%,0.72%,23.92%,,9.75%,4.53%,1.85%,19.28%,68.6%,31.4%,64.28%,35.72%,bituah.xml
ביטוח מנהלים,"מנורה מבטחים ביטוח בע""מ לבני 60 ומעלה (משת)",מנורה,13723,29.21%,39.82%,16.51%,22.42%,17.52%,0.72%,23.92%,,9.75%,4.53%,1.85%,19.28%,68.6%,31.4%,64.28%,35.72%,bituah.xml
ביטוח מנהלים,"מנורה מבטחים ביטוח בע""מ מניות",מנורה,44,98.22%,64.01%,25.73%,,,,79.82%,,,16.34%,1.72%,2.12%,96.64%,3.36%,54.33%,45.67%,bituah.xml
ביטוח מנהלים,"מנורה מבטחים ביטוח בע""מ מניות סחיר",מנורה,101,101.14%,106.53%,76.67%,,,,68.25%,,,27.89%,3.07%,0.79%,98.92%,1.08%,24.01%,75.99%,bituah.xml
ביטוח מנהלים,"מנורה מבטחים ביטוח בע""מ משולב סחיר",מנורה,14313,64.67%,68.2%,68.2%,,21.05%,,,,,3.29%,72.57%,3.09%,100.0%,,34.89%,65.11%,bituah.xml
ביטוח מנהלים,"מנורה מבטחים ביטוח בע""מ משולב סחיר (משת)",מנורה,14386,64.67%,68.21%,68.21%,,21.05%,,,,,3.28%,72.58%,3.09%,100.0%,,34.89%,65.11%,bituah.xml
ביטוח מנהלים,"מנורה מבטחים ביטוח בע""מ עוקב מדד S&P500",מנורה,14316,98.99%,102.15%,96.08%,,,,29.48%,,,65.45%,4.6%,0.47%,101.63%,-1.63%,81.71%,18.29%,bituah.xml
ביטוח מנהלים,"מנורה מבטחים ביטוח בע""מ עוקב מדדי אג""ח",מנורה,14828,,9.48%,9.48%,,64.48%,,,,,1.82%,24.22%,9.48%,100.0%,,100.0%,,bituah.xml
ביטוח מנהלים,"מנורה מבטחים ביטוח בע""מ עוקב מדדי מניות",מנורה,14315,99.36%,68.4%,48.78%,,,,93.18%,,,0.64%,6.18%,,100.0%,,98.11%,1.89%,bituah.xml
ביטוח מנהלים,"מנורה מבטחים ביטוח בע""מ עוקב מדדים גמיש",מנורה,14314,48.58%,36.73%,27.52%,,31.45%,,45.29%,,,3.53%,15.1%,4.62%,100.0%,,99.11%,0.89%,bituah.xml
ביטוח מנהלים,"מנורה מבטחים ביטוח בע""מ עוקב מדדים גמיש (משת)",מנורה,14385,48.58%,36.73%,27.52%,,31.45%,,45.29%,,,3.53%,15.1%,4.62%,100.0%,,99.11%,0.89%,bituah.xml
ביטוח מנהלים,"מנורה מבטחים ביטוח בע""מ קיימות",מנורה,14675,50.47%,51.62%,51.01%,26.14%,,,50.47%,,,23.32%,,0.07%,99.93%,0.07%,50.65%,49.35%,bituah.xml
ביטוח מנהלים,"מנורה מבטחים ביטוח בע""מ שיקלי",מנורה,40,,,,,,,,,,100.0%,,,100.0%,,100.0%,,bituah.xml
ביטוח מנהלים,מנורה-קרן ט',מנורה,18011,49.88%,37.52%,21.22%,2.57%,14.41%,0.09%,39.94%,0.0%,2.23%,6.46%,3.0%,1.33%,66.13%,33.87%,70.02%,29.98%,bituah.xml
ביטוח מנהלים,מנורה-קרן י',מנורה,18012,50.11%,43.43%,21.12%,10.52%,14.04%,0.53%,40.95%,0.08%,9.66%,5.06%,2.62%,16.53%,71.2%,28.8%,57.12%,42.88%,bituah.xml
ביטוח מנהלים,מנורה-קרן י' חדשה,מנורה,18013,50.11%,43.43%,21.12%,10.52%,14.04%,0.53%,40.95%,0.08%,9.66%,5.06%,2.62%,16.53%,71.2%,28.8%,57.12%,42.88%,bituah.xml
גמל/השתלמות,"אגודה שיתופית של עובדי התעשייה האוירית לניהול קופות גמל בע""מ כספי (שקלי)",אחר,15383,,,,63.97%,12.77%,0.0%,0.0%,0.0%,0.0%,16.88%,6.38%,0.0%,100.0%,0.0%,100.0%,0.0%,gemel.xml
גמל/השתלמות,"אגודה שיתופית של עובדי התעשייה האוירית לניהול קופות גמל בע""מ עוקבי מדדים עוקב מדד s&amp;p 500",אחר,15417,95.17%,95.18%,95.18%,0.0%,0.0%,0.0%,95.19%,0.0%,0.0%,4.81%,0.0%,0.0%,100.0%,0.0%,97.98%,2.02%,gemel.xml
גמל/השתלמות,"אומגה השתלמות אשראי ואג""ח","מנורה מבטחים החזקות בע""מ",1445,18.13%,26.48%,19.75%,31.74%,36.66%,0.46%,14.32%,0.0%,3.44%,5.9%,5.66%,1.81%,95.42%,4.58%,74.86%,25.14%,gemel.xml
גמל/השתלמות,אומגה השתלמות מדדי מניות,"מנורה מבטחים החזקות בע""מ",14418,95.65%,95.71%,55.27%,0.0%,0.0%,0.0%,87.25%,0.0%,0.0%,4.37%,8.4%,-0.02%,100.02%,-0.02%,82.33%,17.67%,gemel.xml
גמל/השתלמות,אומגה השתלמות מסלול כללי,"מנורה מבטחים החזקות בע""מ",286,49.9%,35.44%,20.15%,17.97%,16.06%,0.18%,39.59%,-0.33%,6.58%,9.95%,2.96%,7.04%,86.73%,13.27%,67.08%,32.92%,gemel.xml
גמל/השתלמות,אומגה השתלמות עד 25% מניות,"מנורה מבטחים החזקות בע""מ",9803,14.22%,18.66%,16.91%,32.61%,39.33%,0.15%,11.12%,0.0%,0.0%,12.38%,3.51%,0.9%,99.6%,0.4%,82.09%,17.91%,gemel.xml
גמל/השתלמות,אומגה קרן השתלמות מסלול מניות,"מנורה מבטחים החזקות בע""מ",1446,97.03%,59.09%,24.79%,0.0%,0.0%,0.0%,77.99%,-0.66%,0.0%,19.87%,1.72%,1.08%,99.38%,0.62%,54.85%,45.15%,gemel.xml
גמל/השתלמות,"אחים ואחיות - מסלול אשראי ואג""ח",הסתדרות האחים והאחיות בישראל,1456,0.0%,2.01%,2.85%,48.32%,48.77%,0.0%,0.0%,0.0%,0.0%,1.75%,0.0%,1.16%,100.04%,-0.04%,99.29%,0.71%,gemel.xml
גמל/השתלמות,אחים ואחיות - מסלול כללי,הסתדרות האחים והאחיות בישראל,418,47.26%,38.47%,19.16%,21.59%,18.96%,0.02%,40.73%,0.0%,2.93%,3.95%,2.24%,9.57%,87.83%,12.17%,71.66%,28.34%,gemel.xml
גמל/השתלמות,אינפיניטי  חיסכון לילד - חוסכים המעדיפים סיכון בינוני,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ",11372,52.54%,28.64%,16.37%,19.35%,22.73%,0.1%,52.07%,0.0%,0.0%,5.73%,0.0%,0.03%,99.88%,0.12%,94.13%,5.87%,gemel.xml
גמל/השתלמות,אינפיניטי גמל  מניות,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ",1536,93.27%,51.94%,31.41%,7.39%,0.0%,0.0%,71.14%,0.0%,0.0%,19.98%,0.0%,1.49%,99.84%,0.16%,77.94%,22.06%,gemel.xml
גמל/השתלמות,"אינפיניטי גמל אג""ח ממשלות","אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ",1209,0.0%,0.0%,0.0%,95.63%,2.57%,0.0%,0.0%,0.0%,0.0%,1.84%,0.0%,-0.04%,100.04%,-0.04%,100.0%,0.0%,gemel.xml
גמל/השתלמות,"אינפיניטי גמל אשראי ואג""ח","אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ",1078,10.47%,4.97%,8.36%,33.66%,42.07%,0.75%,10.47%,0.0%,6.45%,6.65%,0.0%,-0.06%,92.85%,7.15%,93.89%,6.11%,gemel.xml
גמל/השתלמות,אינפיניטי גמל הלכה,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ",15396,96.75%,137.55%,93.16%,42.82%,0.0%,0.0%,49.0%,0.0%,0.0%,6.66%,0.0%,1.52%,100.84%,-0.84%,55.07%,44.93%,gemel.xml
גמל/השתלמות,"אינפיניטי גמל להשקעה אשראי ואג""ח עם מניות (עד 25% מניות)","אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ",9639,23.85%,12.49%,12.15%,27.52%,38.47%,0.13%,23.85%,0.0%,1.9%,8.14%,0.0%,-0.01%,97.97%,2.03%,96.94%,3.06%,gemel.xml
גמל/השתלמות,אינפיניטי גמל להשקעה הלכה,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ",12540,96.19%,128.98%,90.98%,32.23%,0.0%,0.0%,44.63%,0.0%,0.15%,20.57%,0.0%,2.42%,99.91%,0.09%,53.65%,46.35%,gemel.xml
גמל/השתלמות,אינפיניטי גמל להשקעה כללי,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ",9638,51.09%,29.21%,19.04%,20.74%,20.57%,0.06%,50.88%,0.0%,2.88%,4.9%,0.0%,-0.03%,97.09%,2.91%,90.13%,9.87%,gemel.xml
גמל/השתלמות,אינפיניטי גמל להשקעה מניות,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ",11407,94.5%,52.17%,33.05%,0.0%,0.0%,0.0%,93.31%,0.0%,0.2%,6.46%,0.0%,0.03%,99.83%,0.17%,90.54%,9.46%,gemel.xml
גמל/השתלמות,אינפיניטי גמל להשקעה משולב סחיר,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ",15418,94.34%,0.0%,0.0%,0.0%,0.0%,0.0%,94.36%,0.0%,0.0%,5.62%,0.0%,0.02%,99.98%,0.02%,100.0%,0.0%,gemel.xml
